original_idx,chunk_idx,command,chunk_text
70,1,cdrwtool,"The most common usage is probably the `quick setup' option:
cdrwtool -d
device
-q
which will blank the disc, format it as one large track, and write
       the UDF filesystem structures. Other options get and set various parameters of how the device is
       set up, and provide for different offsets, modes and settings from
       the defaults. The usefulness of most of the options is not explained."
71,0,cg_diff,"cg_diff
diffs two Cachegrind output files into a single Cachegrind
       output file. It is deprecated because
cg_annotate
can now do much
       the same thing, but better."
72,0,cgcc,"cgcc
provides a wrapper around a C compiler (
cc
by default) which
       also invokes the Sparse static analysis tool. cgcc
accepts all Sparse command-line options, such as warning
       options, and passes all other options through to the compiler. By providing the same interface as the C compiler,
cgcc
allows
       projects to run Sparse as part of their build without modifying
       their build system, by using
cgcc
as the compiler."
72,1,cgcc,"cgcc
accepts all Sparse command-line options, such as warning
       options, and passes all other options through to the compiler. By providing the same interface as the C compiler,
cgcc
allows
       projects to run Sparse as part of their build without modifying
       their build system, by using
cgcc
as the compiler. For many
       projects, setting
CC=cgcc
on the
make
command-line will work."
73,0,cflow,"The
cflow
utility shall analyze a collection of object files or
       assembler, C-language,
lex
, or
yacc
source files, and attempt to
       build a graph, written to standard output, charting the external
       references."
74,0,certtool,"Tool to parse and generate X.509 certificates, requests and
       private keys. It can be used interactively or non interactively
       by specifying the template command line option. The tool accepts files or supported URIs via the --infile option."
74,1,certtool,"It can be used interactively or non interactively
       by specifying the template command line option. The tool accepts files or supported URIs via the --infile option. In case PIN is required for URI access you can provide it using
       the environment variables GNUTLS_PIN and GNUTLS_SO_PIN."
75,0,cg_merge,"cg_merge
sums together multiple Cachegrind output files into a
       single Cachegrind output file. It is deprecated because
cg_annotate
can now do much the same thing, but better."
76,0,chacl,"chacl
is an IRIX-compatibility command, and is maintained for
       those users who are familiar with its use from either XFS or IRIX. Refer to the
SEE ALSO
section below for a description of tools
       which conform more closely to the (withdrawn draft) POSIX 1003.1e
       standard which describes Access Control Lists (ACLs). chacl
changes the ACL(s) for a file or directory."
76,1,chacl,"chacl
changes the ACL(s) for a file or directory. The ACL(s)
       specified are applied to each file in the
pathname
arguments. Each ACL is a string which is interpreted using the
acl_from_text(3)
routine."
76,2,chacl,"Each ACL is a string which is interpreted using the
acl_from_text(3)
routine. These strings are made up of comma
       separated clauses each of which is of the form, tag:name:perm. Where
tag
can be:

       ""user"" (or ""u"")
              indicating that the entry is a ""user"" ACL entry."
76,3,chacl,"Where
tag
can be:

       ""user"" (or ""u"")
              indicating that the entry is a ""user"" ACL entry. ""group"" (or ""g"")
              indicating that the entry is a ""group"" ACL entry. ""other"" (or ""o"")
              indicating that the entry is an ""other"" ACL entry."
76,4,chacl,"""other"" (or ""o"")
              indicating that the entry is an ""other"" ACL entry. ""mask"" (or ""m"")
              indicating that the entry is a ""mask"" ACL entry. name
is a string which is the user or group name for the ACL
       entry."
76,5,chacl,"name
is a string which is the user or group name for the ACL
       entry. A null
name
in a user or group ACL entry indicates the
       file's owner or file's group. perm
is the string ""rwx"" where each
       of the entries may be replaced by a ""-"" indicating no access of
       that type, e.g."
76,6,chacl,"A null
name
in a user or group ACL entry indicates the
       file's owner or file's group. perm
is the string ""rwx"" where each
       of the entries may be replaced by a ""-"" indicating no access of
       that type, e.g. ""r-x"", ""--x"", ""---""."
